,dir,time,mass,a,e,i,O,o,M,diskmass,alpha,simID,radius
1897,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run23,9999999.99977,2.788874e-07,1.0507,0.066302,12.97232,129.80327,249.79828,203.42402,-999999,-999999,22,0.3073752367
1893,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run23,9999999.99977,1.41177e-07,1.07025,0.17251,7.48814,25.74476,29.18387,289.83017,-999999,-999999,22,0.228622463579
1898,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run23,9999999.99977,4.225904e-07,1.19949,0.07423,11.63285,358.55614,320.23392,96.03672,-999999,-999999,22,0.368250298984
1900,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run23,9999999.99977,5.39855e-07,1.26865,0.200095,1.06116,154.44131,165.5299,114.25214,-999999,-999999,22,0.409624099734
1907,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run24,9999999.99977,3.202041e-06,0.03374,0.117034,5.2402,18.50927,27.7844,307.15625,-999999,-999999,23,0.888254813541
1913,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run24,9999999.99977,7.433713e-06,0.05176,0.094277,2.84383,126.62916,0.21395,185.09717,-999999,-999999,23,1.71363733694
1924,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run24,9999999.99977,5.626384e-06,0.09677,0.054754,2.21126,68.96195,52.23162,249.17179,-999999,-999999,23,1.13494138059
1929,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run24,9999999.99977,2.543475e-06,0.12839,0.031244,2.62785,243.73812,43.03956,68.90324,-999999,-999999,23,0.803636332534
1934,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run24,9999999.99977,4.329114e-06,0.19357,0.103556,5.08078,111.85068,298.37926,184.83533,-999999,-999999,23,1.01270271827
1939,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run24,9999999.99977,3.490131e-06,0.41148,0.063925,3.32538,283.53876,61.63114,326.27973,-999999,-999999,23,0.922157050976
1984,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run24,9999999.99977,2.061134e-07,0.62475,0.212113,9.03469,304.49357,354.93834,324.00865,-999999,-999999,23,0.269508250485
1979,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run24,9999999.99977,1.539004e-07,0.74211,0.166921,9.90903,64.61735,32.16716,353.43148,-999999,-999999,23,0.237362838165
1981,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run24,9999999.99977,2.283525e-06,0.82749,0.085484,3.32013,179.76068,207.89128,151.13453,-999999,-999999,23,0.766835660776
1986,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run24,9999999.99977,3.811064e-07,1.07631,0.272784,18.55591,289.50962,36.82741,3.85474,-999999,-999999,23,0.352073178246
1971,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run24,9999999.99977,5.785408e-07,1.11225,0.236634,7.2479,349.48503,345.45195,305.60003,-999999,-999999,23,0.422137274217
1992,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run25,9999999.99977,3.018996e-06,0.03328,0.108179,4.20446,347.40967,37.35252,194.91741,-999999,-999999,24,0.865810073644
1999,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run25,9999999.99977,3.809226e-06,0.04541,0.052588,5.09089,141.41817,159.72951,179.10399,-999999,-999999,24,0.95790945862
2004,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run25,9999999.99977,3.476433e-06,0.06261,0.026182,2.10404,164.83584,201.97308,216.73287,-999999,-999999,24,0.920581708731
2007,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run25,9999999.99977,4.591206e-06,0.08646,0.071271,1.36899,238.33661,74.82013,247.69834,-999999,-999999,24,1.03891735327
2014,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run25,9999999.99977,5.951832e-06,0.13531,0.077605,2.89532,248.34832,318.26467,256.79325,-999999,-999999,24,1.16303125265
2025,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run25,9999999.99977,2.171584e-06,0.22075,0.030839,4.58326,217.36287,346.54024,352.67608,-999999,-999999,24,0.750259272655
2034,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run25,9999999.99977,2.18822e-06,0.33306,0.288213,4.76901,21.78681,204.73098,205.33978,-999999,-999999,24,0.752752823886
2053,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run25,9999999.99977,1.457751e-06,0.5031,0.118259,1.65509,297.88977,147.25015,114.52209,-999999,-999999,24,0.630889677514
2057,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run25,9999999.99977,1.819186e-07,0.68753,0.281019,11.023,182.23724,43.84474,325.10718,-999999,-999999,24,0.25526671269
2066,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run25,9999999.99977,2.05669e-06,0.78603,0.103261,1.45662,4.48909,220.84919,206.68195,-999999,-999999,24,0.732735296273
2069,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run25,9999999.99977,3.291406e-07,0.91773,0.27543,9.96773,25.91353,254.87966,319.05579,-999999,-999999,24,0.330333485048
2063,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run25,9999999.99977,5.457627e-07,1.21232,0.09241,10.17033,104.08254,314.94081,45.34511,-999999,-999999,24,0.411567048809
2060,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run25,9999999.99977,1.413458e-07,1.37315,0.102246,15.32783,83.36112,306.26381,162.39375,-999999,-999999,24,0.228741273545
2061,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run25,9999999.99977,1.454818e-07,1.62305,0.269643,8.94698,253.57711,78.58564,341.72336,-999999,-999999,24,0.231627711493
2081,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run26,9999999.99977,5.312302e-06,0.03682,0.061603,4.40132,119.82409,349.74306,343.50792,-999999,-999999,25,1.10694763676
2083,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run26,9999999.99977,4.498625e-06,0.05742,0.018475,2.00946,220.97077,151.96761,357.25744,-999999,-999999,25,1.02975636349
2088,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run26,9999999.99977,3.685082e-06,0.07921,0.007346,4.05048,118.90135,47.63906,117.96914,-999999,-999999,25,0.944208967625
2096,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run26,9999999.99977,3.870117e-06,0.1069,0.070328,0.70288,167.61696,72.13494,58.99392,-999999,-999999,25,0.964537159123
2098,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run26,9999999.99977,4.217124e-06,0.16114,0.018611,0.24173,171.4559,29.48528,24.39312,-999999,-999999,25,1.00122802415
2113,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run26,9999999.99977,1.923064e-06,0.23125,0.013694,5.49689,99.83092,27.86707,116.4163,-999999,-999999,25,0.711643172011
2121,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run26,9999999.99977,2.953211e-06,0.39697,0.118095,6.30819,320.77512,11.20267,175.27237,-999999,-999999,25,0.857556233868
2148,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run26,9999999.99977,7.431454e-07,0.57057,0.234717,8.08422,38.24532,4.87424,99.06679,-999999,-999999,25,0.470686645332
2141,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run26,9999999.99977,7.366689e-07,0.79945,0.116798,7.67407,254.96929,131.81241,271.74791,-999999,-999999,25,0.468898742892
2134,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run26,9999999.99977,6.69772e-07,0.87315,0.066315,6.70064,341.04662,127.03355,203.20775,-999999,-999999,25,0.449886364281
2151,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run26,9999999.99977,9.233894e-07,1.02879,0.146537,4.99794,197.12005,194.16873,172.12524,-999999,-999999,25,0.51729311542
2143,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run26,9999999.99977,1.494426e-07,1.32011,0.116325,10.32662,200.75604,289.32939,185.37186,-999999,-999999,25,0.23434871748
2127,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run26,9999999.99977,1.050766e-07,1.37114,0.078585,23.2493,119.68148,33.86469,235.05718,-999999,-999999,25,0.201073380639
2152,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run26,9999999.99977,2.849005e-07,1.37826,0.127672,4.2962,266.30819,193.2752,283.53884,-999999,-999999,25,0.310239320485
2166,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run27,9999999.99977,8.966758e-06,0.04231,0.065615,1.11274,272.54324,243.86521,23.98882,-999999,-999999,26,1.56526471419
2170,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run27,9999999.99977,6.737815e-06,0.08271,0.045689,3.24917,230.42057,233.21862,317.65885,-999999,-999999,26,1.37190524893
2177,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run27,9999999.99977,6.039508e-06,0.14936,0.030234,1.47536,271.15734,214.74724,167.2684,-999999,-999999,26,1.17044940342
2193,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run27,9999999.99977,3.043024e-06,0.28102,0.09651,1.61283,39.23255,110.88054,54.13293,-999999,-999999,26,0.86879941827
2221,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run27,9999999.99977,8.335106e-07,0.42243,0.021568,7.23666,145.05866,341.15392,52.07912,-999999,-999999,26,0.494766495136
2212,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run27,9999999.99977,2.177516e-06,0.60683,0.044902,3.91732,122.88935,197.71772,198.36927,-999999,-999999,26,0.751149647994
2228,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run27,9999999.99977,5.372739e-07,0.73474,0.192372,8.71822,318.14915,120.24808,48.19285,-999999,-999999,26,0.408771444923
2222,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run27,9999999.99977,1.363197e-07,0.79789,0.224827,8.54011,321.40061,307.97534,117.21058,-999999,-999999,26,0.225168631553
2229,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run27,9999999.99977,3.468171e-07,1.04797,0.100894,11.0529,241.86574,299.20015,7.13438,-999999,-999999,26,0.337932876677
2217,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run27,9999999.99977,1.723873e-07,1.13164,0.372048,12.53109,300.71633,238.15412,212.66699,-999999,-999999,26,0.24936328879
2225,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run27,9999999.99977,8.289193e-07,1.20892,0.141169,13.91003,43.129,357.47977,196.25297,-999999,-999999,26,0.493579703478
2230,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run27,9999999.99977,3.078744e-07,1.38325,0.229755,10.54514,187.63195,233.87775,80.07897,-999999,-999999,26,0.320878396231
2240,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run28,9999999.99977,6.715285e-06,0.03864,0.032808,6.61948,76.5264,257.57851,277.6676,-999999,-999999,27,1.28451569033
2251,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run28,9999999.99977,9.081635e-06,0.07731,0.130734,5.76445,131.56827,352.32125,0.54453,-999999,-999999,27,1.61800408703
2259,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run28,9999999.99977,3.373614e-06,0.12945,0.083271,2.97027,268.02109,223.22716,137.00393,-999999,-999999,27,0.908643323834
2264,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run28,9999999.99977,3.359768e-06,0.18153,0.112975,1.10657,143.93665,224.08597,339.40455,-999999,-999999,27,0.907020022818
2274,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run28,9999999.99977,1.649893e-06,0.34202,0.058215,8.10919,268.32528,140.89861,162.64255,-999999,-999999,27,0.665783058426
2314,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run28,9999999.99977,3.285163e-06,0.46682,0.087751,3.87378,340.16225,161.34309,242.01042,-999999,-999999,27,0.898207578469
2313,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run28,9999999.99977,5.778305e-07,0.9213,0.382194,7.68768,127.89345,154.72062,175.63633,-999999,-999999,27,0.421911858369
2316,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run28,9999999.99977,1.676983e-07,1.0195,0.210083,16.80461,258.97288,40.57942,7.25783,-999999,-999999,27,0.246391258855
2320,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run28,9999999.99977,1.885608e-06,1.05847,0.045974,2.00102,307.08429,290.16698,165.92599,-999999,-999999,27,0.705583200712
2306,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run28,9999999.99977,1.305828e-07,1.23014,0.520697,17.71573,319.51535,354.13095,73.10328,-999999,-999999,27,0.220998510762
2324,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run29,9999999.99977,4.086554e-06,0.03487,0.094765,3.75836,37.08497,7.74324,156.39109,-999999,-999999,28,0.98762993555
2335,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run29,9999999.99977,5.810379e-06,0.05338,0.10274,1.12425,9.27381,254.70071,84.5962,-999999,-999999,28,1.15093171584
2341,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run29,9999999.99977,7.985808e-06,0.09599,0.031043,0.24246,305.97833,81.75692,16.46458,-999999,-999999,28,1.85044776561
2346,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run29,9999999.99977,3.598506e-06,0.16339,0.038966,3.16241,14.35051,90.01442,117.94059,-999999,-999999,28,0.934499391645
2357,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run29,9999999.99977,2.455784e-06,0.25595,0.050657,0.89152,132.71963,283.10975,259.4003,-999999,-999999,28,0.791470343856
2387,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run29,9999999.99977,3.888622e-06,0.48123,0.079396,2.72954,160.92558,185.22792,328.02231,-999999,-999999,28,0.966539648988
2385,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run29,9999999.99977,2.388211e-07,0.84164,0.238944,5.4705,320.75702,83.4997,338.01137,-999999,-999999,28,0.287331719742
2376,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run29,9999999.99977,2.221214e-07,0.91106,0.273935,18.10598,299.08431,18.52576,74.17856,-999999,-999999,28,0.278416916347
2399,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run29,9999999.99977,3.011167e-07,0.95044,0.048353,15.73627,168.99731,114.16355,233.68775,-999999,-999999,28,0.317796949007
2396,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run29,9999999.99977,6.418258e-07,1.05624,0.053629,8.44534,74.28271,325.59951,206.25295,-999999,-999999,28,0.441626457462
2398,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run29,9999999.99977,3.375136e-07,1.06419,0.303382,13.32981,295.94511,257.87812,344.02658,-999999,-999999,28,0.333961189743
2401,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run29,9999999.99977,3.345685e-07,1.26403,0.16877,17.19658,248.15148,137.73566,16.62888,-999999,-999999,28,0.332691050081
2386,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run29,9999999.99977,1.800541e-07,1.41963,0.210264,10.02337,116.58979,66.64529,332.71273,-999999,-999999,28,0.254125899612
2391,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run29,9999999.99977,1.359904e-07,1.50694,0.270079,3.20673,8.07581,226.13857,162.42253,-999999,-999999,28,0.224931979695
2411,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run30,9999999.99977,5.923368e-06,0.03707,0.093708,5.5474,186.75253,42.45145,340.31867,-999999,-999999,29,1.16060968361
2417,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run30,9999999.99977,5.886721e-06,0.0652,0.057172,0.93258,105.59153,86.47571,125.48769,-999999,-999999,29,1.15748224202
2426,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run30,9999999.99977,5.750785e-06,0.10091,0.079391,2.8318,336.38631,33.22832,94.44035,-999999,-999999,29,1.14578436738
2425,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run30,9999999.99977,3.99545e-06,0.15758,0.062596,2.08215,271.26866,8.03318,253.6242,-999999,-999999,29,0.977995942516
2441,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run30,9999999.99977,2.384779e-06,0.26076,0.115461,4.042,52.22353,61.07908,356.03855,-999999,-999999,29,0.781438195354
2456,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run30,9999999.99977,1.648077e-06,0.35677,0.090094,2.99858,115.41905,118.46204,79.02635,-999999,-999999,29,0.665464345178
2475,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run30,9999999.99977,9.707939e-07,0.564,0.181987,8.10466,54.39574,3.17404,82.83359,-999999,-999999,29,0.528676259871
2484,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run30,9999999.99977,3.781405e-07,0.58885,0.164794,3.57496,270.23153,344.76094,89.75182,-999999,-999999,29,0.350879263336
2479,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run30,9999999.99977,3.70762e-07,0.65404,0.14583,8.84123,237.6081,359.06673,244.43269,-999999,-999999,29,0.347885912546
2477,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run30,9999999.99977,2.242864e-07,0.88604,0.273084,21.21191,1.77125,179.5403,353.05508,-999999,-999999,29,0.279593555786
2482,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run30,9999999.99977,1.494763e-06,0.90834,0.049709,1.43828,61.92131,123.45332,301.22113,-999999,-999999,29,0.637804773969
2463,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run30,9999999.99977,3.584588e-07,0.9547,0.110085,6.85992,105.49737,221.26052,2.75404,-999999,-999999,29,0.342818840648
2486,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run30,9999999.99977,2.46606e-07,1.21815,0.188635,13.8692,220.67625,80.28252,112.13859,-999999,-999999,29,0.291367095443
2483,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run30,9999999.99977,1.685154e-07,1.25453,0.414661,18.13355,241.04245,81.82802,90.34436,-999999,-999999,29,0.246912510088
2467,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run30,9999999.99977,2.55444e-07,1.26471,0.032325,12.88648,236.43831,318.14539,335.73675,-999999,-999999,29,0.29586202781
2490,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run31,9999999.99977,3.24443e-06,0.03384,0.064878,6.36326,150.60156,18.22974,241.58179,-999999,-999999,30,0.893348349225
2494,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run31,9999999.99977,3.851753e-06,0.0471,0.063133,0.90349,126.36896,198.82341,116.42739,-999999,-999999,30,0.962544569978
2502,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run31,9999999.99977,5.713736e-06,0.06878,0.012472,3.20076,70.31392,304.27237,21.62384,-999999,-999999,30,1.14256910015
2505,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run31,9999999.99977,6.15028e-06,0.10866,0.032854,1.09837,78.03058,206.92959,316.6345,-999999,-999999,30,1.17973516812
2520,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run31,9999999.99977,2.565034e-06,0.18263,0.029784,7.55687,16.62814,320.08847,37.2482,-999999,-999999,30,0.806590913362
2514,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run31,9999999.99977,2.771747e-06,0.28126,0.091236,0.33897,199.4281,214.95989,228.57142,-999999,-999999,30,0.834234810264
2551,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run31,9999999.99977,2.628587e-06,0.44642,0.086317,1.98005,255.3042,53.63432,162.80337,-999999,-999999,30,0.815219818926
2553,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run31,9999999.99977,1.744059e-07,0.7328,0.344215,1.94044,150.30348,44.65111,59.91095,-999999,-999999,30,0.250628662628
2561,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run31,9999999.99977,1.529555e-06,0.75662,0.174805,7.05835,228.40024,170.79158,263.32084,-999999,-999999,30,0.644217389099
2538,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run31,9999999.99977,1.782921e-07,0.85121,0.02522,0.40739,12.69192,301.23116,97.41505,-999999,-999999,30,0.253041649288
2550,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run31,9999999.99977,2.323001e-07,0.99396,0.20725,8.29659,162.16689,112.18083,97.07723,-999999,-999999,30,0.28389389381
2552,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run31,9999999.99977,2.396206e-07,1.0414,0.337103,12.6053,189.36178,82.64823,305.69472,-999999,-999999,30,0.287749541596
2562,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run31,9999999.99977,2.639891e-07,1.05809,0.164859,8.87163,149.95561,318.32971,44.57181,-999999,-999999,30,0.300125155965
2555,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run31,9999999.99977,1.189464e-07,1.18854,0.495734,29.86329,359.07869,44.19054,44.71667,-999999,-999999,30,0.212209868223
2565,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run31,9999999.99977,3.608077e-07,1.57619,0.113696,15.89906,346.32314,334.25067,101.83851,-999999,-999999,30,0.343793740192
2547,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run31,9999999.99977,2.447161e-07,1.64801,0.41069,8.14102,199.38413,10.19565,270.93624,-999999,-999999,30,0.290394143904
2582,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run32,9999999.99977,9.260208e-06,0.04268,0.029193,0.95833,138.29358,290.16946,227.77413,-999999,-999999,31,1.50149034774
2586,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run32,9999999.99977,6.769342e-06,0.08266,0.086155,6.10468,167.17269,3.24891,21.21182,-999999,-999999,31,1.99510579854
2594,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run32,9999999.99977,4.617224e-06,0.14416,0.011094,2.61355,321.06491,130.84271,326.89295,-999999,-999999,31,1.04147303199
2601,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run32,9999999.99977,3.411319e-06,0.25214,0.046671,2.30955,131.38455,108.54851,79.23169,-999999,-999999,31,0.91304484921
2638,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run32,9999999.99977,3.316885e-06,0.47828,0.076719,3.39341,325.25106,37.59509,139.05502,-999999,-999999,31,0.901968304505
2640,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run32,9999999.99977,1.711976e-06,0.82878,0.063573,5.24174,66.86175,137.51679,199.3686,-999999,-999999,31,0.676561803942
2644,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run32,9999999.99977,3.095514e-07,1.10762,0.089974,5.28378,158.76063,70.95577,256.9291,-999999,-999999,31,0.321637157169
2639,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run32,9999999.99977,6.111987e-07,1.13203,0.133908,8.46886,285.1156,334.6715,149.47615,-999999,-999999,31,0.432337178703
2643,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/10/Run32,9999999.99977,2.394044e-07,1.35789,0.211061,14.7211,320.95301,265.32705,51.83042,-999999,-999999,31,0.287636632451
2653,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/20/Run01,9999999.99977,5.544767e-06,0.03448,0.093727,5.63876,318.8895,72.9012,89.378,-999999,-999999,32,1.12775372642
2659,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/20/Run01,9999999.99977,8.260858e-06,0.05472,0.175007,7.08237,28.01993,211.7687,346.93466,-999999,-999999,32,2.19094130793
2661,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/20/Run01,9999999.99977,1.464659e-05,0.09623,0.059126,2.26833,324.95078,180.19021,142.76405,-999999,-999999,32,1.23885380816
2669,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/20/Run01,9999999.99977,1.739719e-05,0.17882,0.029689,3.34108,178.17954,307.65825,196.94047,-999999,-999999,32,1.65947177738
2675,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/20/Run01,9999999.99977,7.237794e-06,0.30773,0.048807,4.11744,11.96502,18.1698,306.40323,-999999,-999999,32,1.3242231198
2676,/Users/johncmoriarty/AeroFS/NBody/ParameterizedInsideOut/1.5/40/20/Run01,9999999.99977,4.167776e-06,0.55923,0.030682,0.59737,314.11474,341.86034,129.71849,-999999,-999999,32,0.996117081486
