,dir,time,mass,a,e,i,O,o,M,diskmass,alpha,simID,radius
3722,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run03,10000000.0,2.282562e-05,0.55849,0.047944,1.42692,239.338,290.28228,311.82923,-999999,-999999,66,2.40752717707
3723,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run03,10000000.0,2.047063e-05,1.19207,0.110631,1.54162,158.66875,61.4369,7.68663,-999999,-999999,66,2.28905895294
3748,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run04,10000000.0,4.275384e-06,0.08884,0.404919,19.59412,323.67317,22.268,311.8478,-999999,-999999,67,1.00721865434
3760,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run04,10000000.0,1.371643e-05,0.27126,0.107022,4.01595,246.05524,199.55964,26.61193,-999999,-999999,67,2.24173797472
3763,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run04,10000000.0,2.780566e-05,0.58848,0.048395,8.53003,105.97595,291.55984,119.84243,-999999,-999999,67,3.44173173321
3764,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run04,10000000.0,1.616535e-05,1.26673,0.080797,7.94912,310.5822,101.73185,182.39014,-999999,-999999,67,2.20843787574
3759,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run04,10000000.0,3.129752e-06,1.9975,0.290349,12.05724,247.2482,159.79353,103.60101,-999999,-999999,67,0.87947975484
3794,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run05,10000000.0,7.95477e-06,0.12228,0.536544,19.4914,272.22939,211.00273,307.99309,-999999,-999999,68,1.73240167572
3795,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run05,10000000.0,1.121468e-05,0.32937,0.086444,1.89314,184.19585,234.80192,73.57798,-999999,-999999,68,1.35419848936
3803,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run05,10000000.0,2.275815e-05,0.55662,0.119525,4.35826,245.90036,112.05277,353.13921,-999999,-999999,68,2.44502763833
3804,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run05,10000000.0,2.145516e-05,0.94902,0.118867,2.93651,119.53379,87.30782,301.01674,-999999,-999999,68,1.68548417563
3799,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run05,10000000.0,4.968027e-06,1.67612,0.137691,7.41745,38.90042,180.21664,40.44562,-999999,-999999,68,1.07516575036
3834,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run06,10000000.0,5.546e-06,0.10942,0.127023,3.30217,88.84501,326.18743,31.07913,-999999,-999999,69,1.12786275464
3838,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run06,10000000.0,2.058628e-05,0.36452,0.107428,2.14495,258.42153,94.40209,142.90478,-999999,-999999,69,1.35537640832
3844,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run06,10000000.0,8.745544e-06,0.68312,0.097639,2.0217,40.03792,348.35051,56.62029,-999999,-999999,69,1.27809284573
3845,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run06,10000000.0,1.183893e-05,0.98916,0.055572,3.39442,45.4123,95.95948,37.84809,-999999,-999999,69,2.05211023779
3861,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run07,10000000.0,2.830864e-06,0.09383,0.13839,2.97747,320.17719,270.2403,353.45627,-999999,-999999,70,0.841924742438
3873,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run07,10000000.0,8.478021e-06,0.22119,0.006516,4.86685,115.50311,71.2236,248.84555,-999999,-999999,70,1.57489287946
3882,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run07,10000000.0,1.780304e-05,0.43362,0.02201,2.87929,358.14951,295.97043,50.40173,-999999,-999999,70,1.8836742882
3884,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run07,10000000.0,1.807621e-05,0.9198,0.060691,2.95638,213.31545,38.7551,218.7167,-999999,-999999,70,1.60298403425
3904,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run08,10000000.0,2.89383e-06,0.08804,0.292079,4.67002,308.30804,113.767,292.31396,-999999,-999999,71,0.85001617443
3914,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run08,10000000.0,1.168997e-05,0.26747,0.057899,9.46075,103.49344,60.68725,92.37344,-999999,-999999,71,1.72857650117
3920,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run08,10000000.0,1.285074e-05,0.44296,0.080443,6.03673,311.15417,85.36558,155.20963,-999999,-999999,71,1.31186974956
3923,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run08,10000000.0,1.806087e-05,0.87878,0.054305,0.45202,144.20505,122.59026,196.56354,-999999,-999999,71,2.04489457913
3950,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run09,10000000.0,4.246101e-06,0.108,0.205849,22.52397,76.80825,68.18726,136.83676,-999999,-999999,72,1.00421341404
3955,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run09,10000000.0,9.900028e-06,0.27389,0.063493,7.57527,347.60805,342.31002,316.66519,-999999,-999999,72,1.67837495938
3961,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run09,10000000.0,2.261366e-05,0.52898,0.08113,4.70387,194.76995,50.96307,301.40053,-999999,-999999,72,2.36680272033
3962,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run09,10000000.0,1.881734e-05,1.04138,0.064881,1.07522,34.18228,127.4456,349.87794,-999999,-999999,72,2.21800083612
3987,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run10,10000000.0,4.04872e-06,0.10209,0.209669,19.60576,353.14723,265.79199,296.94718,-999999,-999999,73,0.983643986395
3998,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run10,10000000.0,1.036572e-05,0.25833,0.106275,10.44782,350.38155,175.68597,232.38395,-999999,-999999,73,2.12440383786
4000,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run10,10000000.0,1.116713e-05,0.45609,0.111718,8.15368,16.12751,356.16751,103.83211,-999999,-999999,73,1.87194320159
4001,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run10,10000000.0,1.320794e-05,0.72129,0.035276,2.41561,278.03677,113.86078,16.40926,-999999,-999999,73,1.84504893479
3997,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run10,10000000.0,2.095801e-06,1.2333,0.16564,23.09282,154.01519,338.1292,193.69402,-999999,-999999,73,0.738761337134
3999,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run10,10000000.0,5.018685e-06,1.39554,0.320974,8.40905,183.63278,354.51544,187.81261,-999999,-999999,73,1.07991871952
4025,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run11,10000000.0,3.550109e-06,0.09705,0.326956,16.20234,339.24681,194.62204,23.22456,-999999,-999999,74,0.929014013147
4031,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run11,10000000.0,9.031461e-06,0.21881,0.139892,4.81826,237.30189,271.06988,17.87737,-999999,-999999,74,1.73612005455
4039,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run11,10000000.0,1.895502e-05,0.46235,0.081663,8.66867,143.76649,175.17276,309.68648,-999999,-999999,74,2.46883207984
4041,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run11,10000000.0,1.661202e-05,1.0126,0.148544,7.35247,319.38789,342.10014,228.50133,-999999,-999999,74,1.85481914006
4068,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run12,10000000.0,5.519003e-06,0.10747,0.275916,12.48589,343.42904,359.18251,211.66916,-999999,-999999,75,1.12547239842
4073,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run12,10000000.0,9.351136e-06,0.27578,0.153478,9.57014,261.974,210.57497,1.85909,-999999,-999999,75,1.43940456149
4079,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run12,10000000.0,1.17106e-05,0.45814,0.110229,3.92172,31.30311,253.61724,266.95923,-999999,-999999,75,1.49290228802
4080,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run12,10000000.0,1.117977e-05,0.65816,0.083964,8.01857,104.63503,3.35646,110.1899,-999999,-999999,75,1.24967728623
4082,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run12,10000000.0,2.08367e-05,1.00406,0.016178,1.78928,241.95854,319.05231,275.68411,-999999,-999999,75,2.62574902684
4111,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run13,10000000.0,6.683148e-06,0.1895,0.18308,15.80208,90.60762,7.45042,162.22467,-999999,-999999,76,1.38449813013
4119,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run13,10000000.0,1.575547e-05,0.3653,0.19088,5.13537,316.18607,183.69908,306.62278,-999999,-999999,76,2.40872500523
4121,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run13,10000000.0,1.852569e-05,0.62822,0.078977,2.2041,102.37879,64.61622,257.7851,-999999,-999999,76,1.43582454667
4122,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run13,10000000.0,1.667001e-05,1.33425,0.119114,1.23184,341.73227,72.78581,331.1548,-999999,-999999,76,1.26350799461
4143,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run14,10000000.0,2.347729e-06,0.10416,0.05073,7.734,20.0225,294.27522,323.565,-999999,-999999,77,0.776136374329
4154,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run14,10000000.0,1.262981e-05,0.25884,0.060609,0.7942,303.59965,148.9361,278.24633,-999999,-999999,77,1.60445130397
4160,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run14,10000000.0,1.266856e-05,0.48796,0.068578,4.60459,90.96522,152.43309,345.00826,-999999,-999999,77,2.15221430354
4161,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run14,10000000.0,1.087095e-05,0.76336,0.087371,1.69961,169.03633,221.18014,246.93599,-999999,-999999,77,1.52823334894
4158,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run14,10000000.0,4.008628e-06,1.04418,0.053218,2.39928,168.80193,307.56992,106.91434,-999999,-999999,77,0.979397105691
4176,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run15,10000000.0,5.018428e-06,0.119,0.467853,12.05672,116.23443,268.6233,325.43334,-999999,-999999,78,1.07989467519
4196,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run15,10000000.0,8.578423e-06,0.26694,0.140505,2.23235,192.14997,341.45608,328.94278,-999999,-999999,78,1.32310385994
4197,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run15,10000000.0,1.222812e-05,0.43427,0.192067,7.49308,137.55725,249.81407,318.95971,-999999,-999999,78,1.82456021349
4200,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run15,10000000.0,2.16992e-05,0.81515,0.056911,1.09239,187.24038,171.84195,273.88353,-999999,-999999,78,1.73072854974
4193,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run15,10000000.0,2.642936e-06,1.40168,0.12534,13.76657,322.86853,214.07356,267.58427,-999999,-999999,78,0.817151687461
4191,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run15,10000000.0,5.464595e-07,2.36175,0.032103,39.2151,296.21314,211.47428,300.5574,-999999,-999999,78,0.411795430049
4234,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run16,10000000.0,6.981261e-06,0.17509,0.216791,3.44485,51.79392,91.86671,83.53166,-999999,-999999,79,1.61344371463
4236,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run16,10000000.0,1.746652e-05,0.34885,0.076848,7.41612,106.46185,14.73837,77.7984,-999999,-999999,79,1.46539632697
4238,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run16,10000000.0,1.816837e-05,0.74546,0.108775,8.61839,310.79377,126.11258,76.56662,-999999,-999999,79,2.30898358364
4239,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run16,10000000.0,2.15691e-05,1.14546,0.072545,2.47113,80.59401,109.38819,19.77182,-999999,-999999,79,1.81971468226
4272,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run17,10000000.0,1.066371e-05,0.19508,0.157211,6.17469,258.83866,269.45332,74.42192,-999999,-999999,80,1.37010494901
4276,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run17,10000000.0,2.202641e-05,0.43738,0.066919,2.72658,180.25879,85.32572,171.22809,-999999,-999999,80,1.55781359943
4279,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run17,10000000.0,3.013707e-05,1.13191,0.048732,3.00413,52.6176,170.0302,126.21063,-999999,-999999,80,3.20494804577
4302,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run18,10000000.0,4.782925e-06,0.10431,0.321053,13.87108,87.23655,139.38904,18.90619,-999999,-999999,81,1.05756164677
4311,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run18,10000000.0,2.842572e-06,0.23624,0.120247,2.57671,136.87535,236.00914,344.2304,-999999,-999999,81,0.843436918392
4319,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run18,10000000.0,1.683596e-05,0.3555,0.113371,8.23188,99.3049,132.20961,261.77581,-999999,-999999,81,1.78256910329
4317,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run18,10000000.0,1.014455e-05,0.6114,0.163886,9.11715,304.64583,321.17074,139.15281,-999999,-999999,81,2.1593504601
4320,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run18,10000000.0,2.182786e-05,0.99006,0.026544,5.61127,273.63211,35.12012,359.05065,-999999,-999999,81,2.54149831549
4318,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run18,10000000.0,4.670632e-06,1.82785,0.059504,6.96382,129.96663,350.09587,43.14707,-999999,-999999,81,1.04669377211
4347,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run19,10000000.0,5.999195e-06,0.12104,0.016859,16.54822,345.75399,321.80692,100.68491,-999999,-999999,82,1.16704618598
4356,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run19,10000000.0,1.278575e-05,0.30442,0.250991,6.8232,151.86061,89.13135,49.30643,-999999,-999999,82,1.67565123931
4358,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run19,10000000.0,1.907273e-05,0.58601,0.070695,1.09708,284.14164,237.39695,62.34261,-999999,-999999,82,1.8098215366
4359,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run19,10000000.0,1.141671e-05,0.96632,0.021974,1.21672,1.23462,130.83089,126.1321,-999999,-999999,82,1.78471948935
4360,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run19,10000000.0,1.393387e-05,1.31529,0.074962,1.26703,210.83209,77.48728,270.89204,-999999,-999999,82,1.98097376099
4382,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run20,10000000.0,4.394478e-06,0.09155,0.464345,15.01889,332.96194,233.9166,318.97645,-999999,-999999,83,1.019322614
4396,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run20,10000000.0,1.653393e-05,0.27715,0.162283,12.54019,79.83348,71.20974,139.8388,-999999,-999999,83,1.38907914153
4398,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run20,10000000.0,1.276755e-05,0.52226,0.143201,1.41652,97.98444,247.03856,62.83682,-999999,-999999,83,1.22958902674
4399,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run20,10000000.0,1.174845e-05,0.87939,0.109241,5.50493,247.64894,110.1639,203.93787,-999999,-999999,83,1.56281556376
4400,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run20,10000000.0,1.621306e-05,1.44425,0.13277,3.20257,331.42228,287.61834,237.55041,-999999,-999999,83,2.06689300386
4423,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run21,10000000.0,8.546515e-06,0.12307,0.331962,17.45224,297.62002,279.36334,348.31111,-999999,-999999,84,1.36382402677
4434,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run21,10000000.0,1.239972e-05,0.30873,0.165904,9.63657,114.63581,126.97583,80.47254,-999999,-999999,84,1.76898506698
4437,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run21,10000000.0,1.449526e-05,0.63188,0.08244,4.11113,233.8802,193.83788,152.85147,-999999,-999999,84,1.83146134904
4438,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run21,10000000.0,1.673223e-05,0.98086,0.059253,3.39124,147.21351,180.72822,151.08837,-999999,-999999,84,1.68700940518
4459,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run22,10000000.0,2.127837e-06,0.09037,0.292683,8.85424,111.72715,98.98379,59.7845,-999999,-999999,85,0.743650103386
4468,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run22,10000000.0,7.836231e-06,0.19143,0.01479,16.04046,350.07758,349.16298,9.95072,-999999,-999999,85,1.44672527029
4474,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run22,10000000.0,1.896657e-05,0.38923,0.082954,4.1877,129.20706,76.21791,305.72028,-999999,-999999,85,2.65193648614
4477,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run22,10000000.0,2.054748e-05,0.78561,0.090439,1.83833,103.50443,309.15277,172.40275,-999999,-999999,85,2.46079149642
4475,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run22,10000000.0,1.374371e-05,1.54971,0.116759,5.20999,267.89241,350.30831,230.15533,-999999,-999999,85,1.22610042782
4501,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run23,10000000.0,3.280782e-06,0.09726,0.206913,20.49955,50.18965,60.24939,115.12321,-999999,-999999,86,0.897686588971
4513,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run23,10000000.0,5.17547e-06,0.201,0.131658,16.66643,57.61488,244.11003,143.46999,-999999,-999999,86,1.09445951972
4517,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run23,10000000.0,2.086364e-05,0.40705,0.112141,0.74246,212.18594,90.98303,45.41832,-999999,-999999,86,1.83860175835
4518,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run23,10000000.0,1.64956e-05,0.71722,0.125891,3.09686,345.55156,204.07318,145.4716,-999999,-999999,86,1.62358400634
4519,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run23,10000000.0,2.049952e-05,1.24881,0.071289,2.31034,183.87931,186.18849,35.46836,-999999,-999999,86,2.09604271713
4551,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run24,10000000.0,5.641052e-06,0.11737,0.030515,5.50718,259.85446,244.4823,144.0938,-999999,-999999,87,1.13622686695
4552,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run24,10000000.0,1.209492e-05,0.34367,0.078291,1.44042,151.01877,281.81924,248.58161,-999999,-999999,87,1.27545527434
4555,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run24,10000000.0,1.03246e-05,0.49159,0.128771,6.28794,201.04215,140.6399,226.19239,-999999,-999999,87,1.85324629323
4557,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run24,10000000.0,1.515596e-05,0.70341,0.025036,4.83334,16.95437,95.16274,100.28736,-999999,-999999,87,1.64088588682
4556,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run24,10000000.0,8.820116e-06,1.3364,0.097667,1.90453,181.09768,88.81686,237.29628,-999999,-999999,87,1.33102556956
4586,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run25,10000000.0,5.371805e-06,0.11611,0.117609,14.05184,201.55509,208.694,320.8596,-999999,-999999,88,1.11232149755
4593,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run25,10000000.0,2.371529e-05,0.35121,0.076019,0.9668,265.50347,224.17329,176.97588,-999999,-999999,88,2.91074506215
4596,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run25,10000000.0,1.885621e-05,0.89621,0.09537,4.01459,43.23054,122.04219,50.95807,-999999,-999999,88,1.35325543604
4622,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run26,10000000.0,6.40758e-06,0.11929,0.087867,8.32056,27.84393,86.9701,190.94542,-999999,-999999,89,1.52766410683
4633,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run26,10000000.0,2.01907e-05,0.37127,0.051258,3.93524,126.72455,335.80386,92.78305,-999999,-999999,89,1.78917684629
4631,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run26,10000000.0,8.047762e-06,0.68481,0.15804,3.02895,131.88475,203.36541,226.12887,-999999,-999999,89,1.51526780728
4634,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run26,10000000.0,1.339767e-05,1.0572,0.074155,4.67097,253.64902,198.52921,53.8895,-999999,-999999,89,1.34841386423
4655,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run27,10000000.0,3.370133e-06,0.08648,0.265391,10.84887,190.76222,115.27043,355.05013,-999999,-999999,90,0.9082355673
4668,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run27,10000000.0,7.962672e-06,0.23005,0.063235,4.64532,79.07346,158.38851,33.78892,-999999,-999999,90,1.58464901569
4671,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run27,10000000.0,9.37232e-06,0.35666,0.114417,1.565,123.5642,335.15982,282.00979,-999999,-999999,90,1.26336161231
4672,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run27,10000000.0,1.74534e-05,0.62007,0.004593,2.17451,314.91773,122.17726,259.98071,-999999,-999999,90,2.28361742751
4673,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run27,10000000.0,1.451676e-05,1.13004,0.06386,2.17878,227.19645,164.99393,58.8978,-999999,-999999,90,2.18136338122
4697,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run28,10000000.0,3.995156e-06,0.09911,0.288808,15.90143,150.62763,346.04763,183.85341,-999999,-999999,91,0.977964652925
4706,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run28,10000000.0,1.50495e-05,0.28847,0.105752,5.80461,232.18891,32.5804,262.49903,-999999,-999999,91,1.53981049717
4710,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run28,10000000.0,4.43634e-06,0.48238,0.135237,12.33575,51.21869,124.50094,344.97181,-999999,-999999,91,1.02353309327
4713,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run28,10000000.0,2.19323e-05,0.82495,0.009346,0.62934,337.76809,290.6654,124.62559,-999999,-999999,91,2.32434255991
4732,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run29,10000000.0,2.397328e-06,0.08512,0.275394,29.32767,14.21088,286.58532,356.53341,-999999,-999999,92,0.783223380317
4744,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run29,10000000.0,6.103002e-06,0.17771,0.152421,8.83377,103.54609,144.39293,309.5785,-999999,-999999,92,1.17578362111
4747,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run29,10000000.0,9.910672e-06,0.31819,0.078478,3.27137,342.5284,66.59864,128.68277,-999999,-999999,92,1.58669100634
4753,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run29,10000000.0,2.357325e-05,0.64763,0.065652,3.59534,284.78397,221.03874,50.32798,-999999,-999999,92,2.55625858478
4752,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run29,10000000.0,8.53892e-06,1.21307,0.14239,6.47249,126.64669,230.03131,198.97399,-999999,-999999,92,2.63983988033
4779,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run30,10000000.0,6.395401e-06,0.1226,0.222234,5.70859,180.50071,141.92418,265.01621,-999999,-999999,93,1.19995247117
4787,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run30,10000000.0,5.734327e-06,0.27111,0.098822,2.49118,354.49807,20.90227,176.24326,-999999,-999999,93,1.14435752296
4792,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run30,10000000.0,1.078773e-05,0.39083,0.007711,8.61046,87.38063,2.2547,184.45,-999999,-999999,93,1.98508405688
4793,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run30,10000000.0,1.196305e-05,0.64487,0.054908,6.8709,87.78495,59.99049,78.03071,-999999,-999999,93,1.77419129645
4794,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run30,10000000.0,1.45113e-05,0.90415,0.089897,6.29755,295.43071,234.39433,290.8378,-999999,-999999,93,2.24014321188
4790,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run30,10000000.0,3.366095e-06,1.40886,0.178791,12.11399,175.73355,60.92667,253.47321,-999999,-999999,93,0.907762266685
4820,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run31,10000000.0,3.363504e-06,0.08789,0.284269,37.95557,8.5199,332.16039,170.29893,-999999,-999999,94,0.907458402276
4824,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run31,10000000.0,6.262046e-06,0.20977,0.140906,1.61683,181.02482,16.58247,221.67798,-999999,-999999,94,1.18900893905
4831,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run31,10000000.0,1.164369e-05,0.3762,0.142881,1.2463,10.09135,284.66375,165.27794,-999999,-999999,94,1.57935459724
4833,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run31,10000000.0,1.977403e-05,0.59914,0.049953,10.32653,208.32123,42.1391,212.26175,-999999,-999999,94,2.14467320929
4835,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run31,10000000.0,2.085946e-05,1.22046,0.029979,2.37336,5.44649,151.2276,26.09625,-999999,-999999,94,1.40033779436
4869,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run32,10000000.0,1.113416e-05,0.19898,0.242238,8.91382,258.97627,180.60576,312.70667,-999999,-999999,95,1.28702414312
4873,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run32,10000000.0,1.437482e-05,0.41473,0.116241,8.59112,233.05542,225.55533,29.0362,-999999,-999999,95,2.26581181301
4874,/Users/johncmoriarty/AeroFS/NBody/InitialGrid/0.5/25/Run32,10000000.0,1.810588e-05,0.69124,0.033353,5.26072,17.54217,327.96545,95.38723,-999999,-999999,95,1.95517011278
